,log_id,timestamp,epoch,metric_key,metric_val
143,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:12,837",16,Eval-Acc-Tgt,0.073244
144,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:16,477",17,Train-XEnt-Src,2.231850
145,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:16,477",17,Train-Aux-Src,1.030583
146,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:16,478",17,Train-Total-Src,1.631216
147,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:16,478",17,Train-Acc-Src,0.164000
148,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:16,478",17,Train-XEnt-Tgt,2.305514
149,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:16,478",17,Train-Aux-Tgt,1.004558
150,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:16,479",17,Train-Total-Tgt,1.655036
151,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:16,479",17,Train-Acc-Tgt,0.164000
152,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:17,098",17,Eval-Acc-Tgt,0.073244
153,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:20,736",18,Train-XEnt-Src,2.231299
154,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:20,736",18,Train-Aux-Src,1.031668
155,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:20,736",18,Train-Total-Src,1.631484
156,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:20,736",18,Train-Acc-Src,0.181875
157,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:20,737",18,Train-XEnt-Tgt,2.305491
158,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:20,737",18,Train-Aux-Tgt,1.004491
159,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:20,737",18,Train-Total-Tgt,1.654991
160,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:20,737",18,Train-Acc-Tgt,0.181875
161,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:21,353",18,Eval-Acc-Tgt,0.073244
162,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:24,994",19,Train-XEnt-Src,2.232098
163,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:24,994",19,Train-Aux-Src,1.031399
164,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:24,995",19,Train-Total-Src,1.631748
165,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:24,995",19,Train-Acc-Src,0.173250
166,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:24,995",19,Train-XEnt-Tgt,2.305602
167,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:24,995",19,Train-Aux-Tgt,1.004206
168,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:24,996",19,Train-Total-Tgt,1.654904
169,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:24,996",19,Train-Acc-Tgt,0.173250
170,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:25,612",19,Eval-Acc-Tgt,0.073244
171,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:29,253",20,Train-XEnt-Src,2.228261
172,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:29,254",20,Train-Aux-Src,1.032477
173,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:29,254",20,Train-Total-Src,1.630369
174,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:29,254",20,Train-Acc-Src,0.178750
175,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:29,254",20,Train-XEnt-Tgt,2.305171
176,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:29,254",20,Train-Aux-Tgt,1.004885
177,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:29,255",20,Train-Total-Tgt,1.655028
178,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:29,255",20,Train-Acc-Tgt,0.178750
179,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:29,869",20,Eval-Acc-Tgt,0.131540
180,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:33,518",21,Train-XEnt-Src,2.228539
181,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:33,519",21,Train-Aux-Src,1.031797
182,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:33,519",21,Train-Total-Src,1.630168
183,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:33,519",21,Train-Acc-Src,0.177375
184,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:33,519",21,Train-XEnt-Tgt,2.305201
185,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:33,520",21,Train-Aux-Tgt,1.004859
186,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:33,520",21,Train-Total-Tgt,1.655030
187,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:33,520",21,Train-Acc-Tgt,0.177375
188,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:34,133",21,Eval-Acc-Tgt,0.113104
189,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:37,779",22,Train-XEnt-Src,2.228863
190,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:37,780",22,Train-Aux-Src,1.032552
191,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:37,780",22,Train-Total-Src,1.630707
192,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:37,780",22,Train-Acc-Src,0.166125
193,dsne-s1-0.5-l2n-seed1_2020-02-24-07-28-13-628937,"2020-02-24 07:22:37,781",22,Train-XEnt-Tgt,2.306703
